source_id,original_url,final_url,detected_type,http_status,content_type,fetch_method,local_raw_path,local_clean_path,sha256,fetched_at,extraction_status,text_length,page_count,error
SRC_PROG_001,https://www.uni.lu/en/education/study-programme-overview/,https://www.uni.lu/en/education/study-programme-overview/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_001.html,data/cleaned/html/SRC_PROG_001.md,7e1161fdfef2cd1bc79acf7d46b61537923ab21d9f2be372e3e1d15e66037e22,2026-07-21T15:45:01+00:00,extraction_ok,642,,
SRC_PROG_002,https://www.uni.lu/fstm-en/studies/,https://www.uni.lu/fstm-en/studies/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_002.html,data/cleaned/html/SRC_PROG_002.md,121c5c3b9b24202b8ebcdb0acaff6f522ab49763d830da24c47a24eb38801279,2026-07-21T15:45:04+00:00,extraction_ok,3000,,
SRC_PROG_003,https://www.uni.lu/fstm-en/study-programs/bachelor-in-applied-information-technology/,https://www.uni.lu/fstm-en/study-programs/bachelor-in-applied-information-technology/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_003.html,data/cleaned/html/SRC_PROG_003.md,6cd46d8e1fdcba7eaf57bed9c1c1dee800313c1fe5839c753c806f4876b922bc,2026-07-21T15:45:06+00:00,extraction_ok,2134,,
SRC_PROG_004,https://www.uni.lu/fstm-en/study-programs/bachelor-in-computer-science/,https://www.uni.lu/fstm-en/study-programs/bachelor-in-computer-science/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_004.html,data/cleaned/html/SRC_PROG_004.md,5e6c083a96197030a61218feccecc89f08c2361005558ad63530b92bb11a1575,2026-07-21T15:45:08+00:00,extraction_ok,1858,,
SRC_PROG_005,https://www.uni.lu/fstm-en/study-programs/bachelor-in-engineering-digital-engineering/,https://www.uni.lu/fstm-en/study-programs/bachelor-in-engineering-digital-engineering/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_005.html,data/cleaned/html/SRC_PROG_005.md,5a0e9335fe5e42a6dab7c781aaeb0bd08ab5e7531e349e38410d1bc5614a33ef,2026-07-21T15:45:10+00:00,extraction_ok,2336,,
SRC_PROG_006,https://www.uni.lu/fstm-en/study-programs/bachelor-in-engineering-electrical-engineering/,https://www.uni.lu/fstm-en/study-programs/bachelor-in-engineering-electrical-engineering/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_006.html,data/cleaned/html/SRC_PROG_006.md,bb72bece90feded60d8ff0dd40facb48abcae3827ae19466332d9282027291e6,2026-07-21T15:45:12+00:00,extraction_ok,2421,,
SRC_PROG_007,https://www.uni.lu/fstm-en/study-programs/bachelor-en-medecine/,https://www.uni.lu/fstm-en/study-programs/bachelor-en-medecine/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_007.html,data/cleaned/html/SRC_PROG_007.md,0f13ec1bdef4ef8496a59930d2522e9e4639fd8a80123adfa283157bc04ab06b,2026-07-21T15:45:14+00:00,extraction_ok,2454,,
SRC_PROG_008,https://www.uni.lu/fstm-en/study-programs/bachelor-in-life-sciences-biology/,https://www.uni.lu/fstm-en/study-programs/bachelor-in-life-sciences-biology/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_008.html,data/cleaned/html/SRC_PROG_008.md,41ec924798065ec8eea7d6c1ca3d167ee9acb62e531d7754a4c7360e674dab35,2026-07-21T15:45:16+00:00,extraction_ok,2210,,
SRC_PROG_009,https://www.uni.lu/fstm-en/study-programs/bachelor-in-mathematics/,https://www.uni.lu/fstm-en/study-programs/bachelor-in-mathematics/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_009.html,data/cleaned/html/SRC_PROG_009.md,0bf20096ca1f7fd864dc79a9442c64f3f0b234bff50856b6d09a01b5dcbb5fcd,2026-07-21T15:45:18+00:00,extraction_ok,2069,,
SRC_PROG_010,https://www.uni.lu/fstm-en/study-programs/bachelor-in-physics/,https://www.uni.lu/fstm-en/study-programs/bachelor-in-physics/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_010.html,data/cleaned/html/SRC_PROG_010.md,cc5e1aea08bd0d4e8251f433018f7f6c75d396171437dc7203e3868e9f9023cf,2026-07-21T15:45:20+00:00,extraction_ok,2278,,
SRC_PROG_011,https://www.uni.lu/fstm-en/study-programs/master-in-cybersecurity-and-cyber-defence/,https://www.uni.lu/fstm-en/study-programs/master-in-cybersecurity-and-cyber-defence/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_011.html,data/cleaned/html/SRC_PROG_011.md,a4f244b56fc0c78edd10dc83f82bb164a21a55f58594e165e09ee274d1269955,2026-07-21T15:45:22+00:00,extraction_ok,1503,,
SRC_PROG_012,https://www.uni.lu/fstm-en/study-programs/erasmus-mundus-joint-master-in-cybersecurity/,https://www.uni.lu/fstm-en/study-programs/erasmus-mundus-joint-master-in-cybersecurity/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_012.html,data/cleaned/html/SRC_PROG_012.md,22d79b86479f7199b741fdb8d2dfe6b3891cfe86dbdd76e95a5150975a9b3776,2026-07-21T15:45:25+00:00,extraction_ok,1427,,
SRC_PROG_013,https://www.uni.lu/fstm-en/study-programs/master-in-information-and-computer-sciences/,https://www.uni.lu/fstm-en/study-programs/master-in-information-and-computer-sciences/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_013.html,data/cleaned/html/SRC_PROG_013.md,a3084cb55ef567a33447c86ac01c8b118e592a31bae27d516a8a557338bf5aae,2026-07-21T15:45:27+00:00,extraction_ok,1048,,
SRC_PROG_014,https://www.uni.lu/fstm-en/study-programs/master-in-high-performance-computing/,https://www.uni.lu/fstm-en/study-programs/master-in-high-performance-computing/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_014.html,data/cleaned/html/SRC_PROG_014.md,ee4c8a1312cd4e1e9fa3a3b70d9ab6805b7f3cd671833f3486890f06caf2b4d1,2026-07-21T15:45:29+00:00,extraction_ok,1727,,
SRC_PROG_015,https://www.uni.lu/fstm-en/study-programs/master-in-information-system-security-management/,https://www.uni.lu/fstm-en/study-programs/master-in-information-system-security-management/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_015.html,data/cleaned/html/SRC_PROG_015.md,904073f4449b7e04ffe376eca0681309a5dbc420546107e244bc4f4cc69c8be5,2026-07-21T15:45:32+00:00,extraction_ok,1145,,
SRC_PROG_016,https://www.uni.lu/fstm-en/study-programs/master-in-sustainable-product-creation/,https://www.uni.lu/fstm-en/study-programs/master-in-sustainable-product-creation/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_016.html,data/cleaned/html/SRC_PROG_016.md,a8936fc03da5e635a5279ddf6375acad4dc9ea687766aa161c99d06bc0b8e033,2026-07-21T15:45:34+00:00,extraction_ok,1621,,
SRC_PROG_017,https://www.uni.lu/fstm-en/study-programs/master-in-actuarial-sciences/,https://www.uni.lu/fstm-en/study-programs/master-in-actuarial-sciences/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_017.html,data/cleaned/html/SRC_PROG_017.md,ddcad3b58ab0301f386315f98618725623fe0507ee966d0e2e0488ddb30d55b7,2026-07-21T15:45:36+00:00,extraction_ok,2049,,
SRC_PROG_018,https://www.uni.lu/fstm-en/study-programs/master-in-data-science/,https://www.uni.lu/fstm-en/study-programs/master-in-data-science/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_018.html,data/cleaned/html/SRC_PROG_018.md,ab2015f558ab7250fb1fc284752646018f6c168538f37ad27024531b47b47054,2026-07-21T15:45:38+00:00,extraction_ok,2938,,
SRC_PROG_019,https://www.uni.lu/fstm-en/study-programs/master-in-mathematics-financial-mathematics/,https://www.uni.lu/fstm-en/study-programs/master-in-mathematics-financial-mathematics/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_019.html,data/cleaned/html/SRC_PROG_019.md,4904b19050162f0c8acf8ac261cd7a967446972b6905456a1c6ad7c0937601b1,2026-07-21T15:45:41+00:00,extraction_ok,2754,,
SRC_PROG_020,https://www.uni.lu/fstm-en/study-programs/master-in-mathematics-general-mathematics/,https://www.uni.lu/fstm-en/study-programs/master-in-mathematics-general-mathematics/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_020.html,data/cleaned/html/SRC_PROG_020.md,8a9ef7d3a09d22370575ea5efc26cbe0bca4f3e39ad7307230bdbf45c84397b9,2026-07-21T15:45:43+00:00,extraction_ok,2648,,
SRC_PROG_021,https://www.uni.lu/fstm-en/study-programs/master-in-mathematics-mathematical-modelling-and-computational-sciences/,https://www.uni.lu/fstm-en/study-programs/master-in-mathematics-mathematical-modelling-and-computational-sciences/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_021.html,data/cleaned/html/SRC_PROG_021.md,bab98176b0043c4be1be356066eb9110411400189b11c610e03bef758d1e400e,2026-07-21T15:45:45+00:00,extraction_ok,2660,,
SRC_PROG_022,https://www.uni.lu/fdef-en/studies/,https://www.uni.lu/fdef-en/studies/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_022.html,data/cleaned/html/SRC_PROG_022.md,e8d4e5911b6dc0a7dd77371deabb67e80b8ee586160e4a2cb32064891fbfb17b,2026-07-21T15:45:47+00:00,extraction_ok,678,,
SRC_PROG_023,https://www.uni.lu/fdef-en/study-programs/bachelor-en-droit/,https://www.uni.lu/fdef-en/study-programs/bachelor-en-droit/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_023.html,data/cleaned/html/SRC_PROG_023.md,2694cd05c039120ed29667464797b7cf538d9e20b9a21a2619171550559b207b,2026-07-21T15:45:50+00:00,extraction_ok,1186,,
SRC_PROG_024,https://www.uni.lu/fdef-en/study-programs/bachelor-en-sciences-economiques/,https://www.uni.lu/fdef-en/study-programs/bachelor-en-sciences-economiques/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_024.html,data/cleaned/html/SRC_PROG_024.md,d2bd4d5fc985afd1e96231d84076ce4ebf9f0a341cbe97f0a9682781d5f68dac,2026-07-21T15:45:52+00:00,extraction_ok,1042,,
SRC_PROG_025,https://www.uni.lu/fdef-en/study-programs/master-in-finance-and-economics/,https://www.uni.lu/fdef-en/study-programs/master-in-finance-and-economics/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_025.html,data/cleaned/html/SRC_PROG_025.md,662a2406f61044fad7259f331d69fb703adc652f4e27fe20fd5fb8a1dbf3526f,2026-07-21T15:45:55+00:00,extraction_ok,1106,,
SRC_PROG_026,https://www.uni.lu/fhse-en/studies/,https://www.uni.lu/fhse-en/studies/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_026.html,data/cleaned/html/SRC_PROG_026.md,ea1f6c933293a3e3addb9f8e582f04bf7e4545b100b02e6f9c6422d8bb6e6f32,2026-07-21T15:45:58+00:00,extraction_ok,726,,
SRC_PROG_027,https://www.uni.lu/fhse-en/study-programs/bachelor-en-sciences-sociales-et-educatives/,https://www.uni.lu/fhse-en/study-programs/bachelor-en-sciences-sociales-et-educatives/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_027.html,data/cleaned/html/SRC_PROG_027.md,7b755cc883be73ec5a3d6413c4c89bf84112ce526081f9c517b2dc379a05fad8,2026-07-21T15:46:00+00:00,extraction_ok,757,,
SRC_PROG_028,https://www.uni.lu/fhse-en/study-programs/bachelor-en-sciences-de-l-education/,https://www.uni.lu/fhse-en/study-programs/bachelor-en-sciences-de-l-education/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_028.html,data/cleaned/html/SRC_PROG_028.md,0dc21fe1fdada7f0cf03a58e80e3d9ed4d04206464e6c078cb43256297f5a365,2026-07-21T15:46:02+00:00,extraction_ok,772,,
SRC_PROG_029,https://www.uni.lu/fhse-en/study-programs/master-in-social-sciences-and-educational-sciences/,https://www.uni.lu/fhse-en/study-programs/master-in-social-sciences-and-educational-sciences/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_PROG_029.html,data/cleaned/html/SRC_PROG_029.md,1c28380cde30d82dbec750e8997a982befc2ea17597976b4d5550941c8b1fad3,2026-07-21T15:46:04+00:00,extraction_ok,1492,,
SRC_CURR_001,https://www.uni.lu/en/admissions/reenrolment/,https://www.uni.lu/en/admissions/reenrolment/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CURR_001.html,data/cleaned/html/SRC_CURR_001.md,13b659541e39315d476dedeb2edf1b03466d4efd2d5b99d33c73e02aaf85c5c7,2026-07-21T15:46:06+00:00,extraction_ok,2551,,
SRC_CURR_002,https://www.uni.lu/en/education/academic-matters/student-status/payment/,https://www.uni.lu/en/education/academic-matters/student-status/payment/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CURR_002.html,data/cleaned/html/SRC_CURR_002.md,ff8af7184448dac6b1f2676f7ce7afac70b95f6149fe4423ad422921a789dfeb,2026-07-21T15:46:08+00:00,extraction_ok,2167,,
SRC_CURR_003,https://www.uni.lu/en/education/academic-matters/student-status/,https://www.uni.lu/en/education/academic-matters/student-status/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CURR_003.html,data/cleaned/html/SRC_CURR_003.md,99b285b55c32628f9adacd03e325ce5d0db1146ce7aba19a52c7fbaa69b0b067,2026-07-21T15:46:10+00:00,extraction_ok,1234,,
SRC_CURR_004,https://www.uni.lu/en/education/academic-matters/study-progression/,https://www.uni.lu/en/education/academic-matters/study-progression/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CURR_004.html,data/cleaned/html/SRC_CURR_004.md,3250e73dc94bbc0e4c09caa956e1f1bfffee5b61d241179fc93928ac04183e7d,2026-07-21T15:46:12+00:00,extraction_ok,12165,,
SRC_CURR_005,https://www.uni.lu/en/for-students/,https://www.uni.lu/en/for-students/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CURR_005.html,data/cleaned/html/SRC_CURR_005.md,dd0f3482cd736bec99c41b31580f0ae37263cbb5fdcc060f62ca87f3b4d262b6,2026-07-21T15:46:15+00:00,extraction_ok,653,,
SRC_CURR_006,https://www.uni.lu/en/education/academic-matters/special-arrangements/,https://www.uni.lu/en/education/academic-matters/special-arrangements/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CURR_006.html,data/cleaned/html/SRC_CURR_006.md,0565baeed5fb7d69b9184bdb5f0ce46b730069997e914978e61fa720f8291496,2026-07-21T15:46:17+00:00,extraction_ok,381,,
SRC_CURR_007,https://www.uni.lu/en/education/academic-matters/academic-conduct/,https://www.uni.lu/en/education/academic-matters/academic-conduct/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CURR_007.html,data/cleaned/html/SRC_CURR_007.md,a659343da0ad46682fe95254863bbc901fb8eebb613a8062521dd9ae497d6326,2026-07-21T15:46:19+00:00,extraction_ok,8681,,
SRC_CURR_008,https://www.uni.lu/en/education/academic-matters/complaints-appeals/,https://www.uni.lu/en/education/academic-matters/complaints-appeals/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CURR_008.html,data/cleaned/html/SRC_CURR_008.md,4c537977b246435d66d2f5039b5e4cc565668a85a42d9a8e5f7905e78dc5ce02,2026-07-21T15:46:21+00:00,extraction_ok,6618,,
SRC_OFFICIAL_001,https://www.uni.lu/en/about/official-documents/,https://www.uni.lu/en/about/official-documents/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_OFFICIAL_001.html,data/cleaned/html/SRC_OFFICIAL_001.md,d5aab645dd3b566e5efae13f703a3958f2a849fdb0684662d42d6ca4a3ac7bb7,2026-07-21T15:46:23+00:00,extraction_ok,1802,,
SRC_OFFICIAL_003,https://www.uni.lu/wp-content/uploads/sites/11/2026/02/09090903/Annexe-2026-27-au-reglement-des-etudes-%E2%80%93-programmes-de-bachelor_web.pdf,https://www.uni.lu/wp-content/uploads/sites/11/2026/02/09090903/Annexe-2026-27-au-reglement-des-etudes-%E2%80%93-programmes-de-bachelor_web.pdf,pdf,200,application/pdf,requests,data/raw/pdf/SRC_OFFICIAL_003.pdf,data/cleaned/pdf/SRC_OFFICIAL_003.md,a2ac469f4c4f7528e8ae959037ea5428c87c0193ee6df974610f3497069c9bfb,2026-07-21T15:46:41+00:00,extraction_ok,586793,124,
SRC_OFFICIAL_004,https://www.uni.lu/wp-content/uploads/sites/11/2026/05/04133108/RE-2026-27-Annexes_MAall_20260427.pdf,https://www.uni.lu/wp-content/uploads/sites/11/2026/05/04133108/RE-2026-27-Annexes_MAall_20260427.pdf,pdf,200,application/pdf,requests,data/raw/pdf/SRC_OFFICIAL_004.pdf,data/cleaned/pdf/SRC_OFFICIAL_004.md,e985be2a784fa722b9d4666336704d8ac97bf15ba15875b5a114845f72c04367,2026-07-21T15:47:27+00:00,extraction_ok,2095892,372,
SRC_HOUSING_001,https://www.uni.lu/life-en/accommodation/,https://www.uni.lu/life-en/accommodation/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_HOUSING_001.html,data/cleaned/html/SRC_HOUSING_001.md,586d3bc7094f42d2f54dc93a2b0a2963714948b8f60647423b43e309af3aada0,2026-07-21T15:47:29+00:00,extraction_ok,558,,
SRC_HOUSING_002,https://www.uni.lu/life-en/accommodation/residences/,https://www.uni.lu/life-en/accommodation/residences/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_HOUSING_002.html,data/cleaned/html/SRC_HOUSING_002.md,4e7c8406950e451d7095ac0f32c06a3905566bf64ee52256421375ee2ffdabd3,2026-07-21T15:47:37+00:00,extraction_ok,2842,,
SRC_HOUSING_003,https://www.uni.lu/life-en/accommodation/lease/,https://www.uni.lu/life-en/accommodation/lease/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_HOUSING_003.html,data/cleaned/html/SRC_HOUSING_003.md,c6ce42c1e8185259dcad615c2adbf359a34c1f806f04d7357bfb3ea3f3f9e357,2026-07-21T15:47:39+00:00,extraction_ok,12644,,
SRC_HOUSING_004,https://www.uni.lu/life-en/accommodation/offer/,https://www.uni.lu/life-en/accommodation/offer/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_HOUSING_004.html,data/cleaned/html/SRC_HOUSING_004.md,24f1076cfc8a2d4ea8ceaabd7fc913bc0c0b33d633a26bdd0f2b2f8ff4386079,2026-07-21T15:47:41+00:00,extraction_ok,2644,,
SRC_HOUSING_005,https://www.uni.lu/life-en/accommodation/application/,https://www.uni.lu/life-en/accommodation/application/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_HOUSING_005.html,data/cleaned/html/SRC_HOUSING_005.md,2212ba71d93f67a341234d3e190207707134026e340eaf6e1c4c4308d089c1da,2026-07-21T15:47:43+00:00,extraction_ok,2961,,
SRC_IMM_001,https://www.uni.lu/life-en/moving-to-luxembourg/residence-permit/,https://www.uni.lu/life-en/moving-to-luxembourg/residence-permit/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_IMM_001.html,data/cleaned/html/SRC_IMM_001.md,9418d09c33f10df9c4b6fb6c50c5b7ba849c7fa568cca8a70498ed6601183e16,2026-07-21T15:47:45+00:00,extraction_ok,2200,,
SRC_IMM_002,https://guichet.public.lu/en/citoyens/immigration/plus-3-mois/ressortissant-tiers/etudiant/etudiant-pays-tiers.html,https://guichet.public.lu/en/citoyens/immigration/plus-3-mois/ressortissant-tiers/etudiant/etudiant-pays-tiers.html,html,200,text/html; charset=utf-8,requests,data/raw/html/SRC_IMM_002.html,data/cleaned/html/SRC_IMM_002.md,7cfbe70a7ce198ddfca98cbf7a03299feab41d4fc0375286f2ca92d20fd55d6c,2026-07-21T15:47:48+00:00,extraction_ok,87928,,
SRC_FIN_001,https://www.uni.lu/life-en/financial-support/cost-of-living/,https://www.uni.lu/life-en/financial-support/cost-of-living/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_FIN_001.html,data/cleaned/html/SRC_FIN_001.md,d8449ce11a24d31b933ed94d3ae888c266e1e97548e94a6bbdc11cc29879d0a3,2026-07-21T15:47:50+00:00,extraction_ok,2622,,
SRC_FIN_002,https://mengstudien.public.lu/en/aides-financieres/aidefi.html,https://mengstudien.public.lu/en/aides-financieres/aidefi.html,html,200,text/html; charset=utf-8,requests,data/raw/html/SRC_FIN_002.html,data/cleaned/html/SRC_FIN_002.md,1f17bbcb30b95fc73fa5e86dadd8d0213db5e9f65dcf981f6c417acb3230dbbb,2026-07-21T15:47:51+00:00,extraction_ok,1514,,
SRC_HEALTH_001,https://www.uni.lu/life-en/moving-to-luxembourg/insurances/,https://www.uni.lu/life-en/moving-to-luxembourg/insurances/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_HEALTH_001.html,data/cleaned/html/SRC_HEALTH_001.md,3e4655379cf4be9082a780aff3390bcb865244c5e0ad71012fca686c5d73a8f8,2026-07-21T15:47:53+00:00,extraction_ok,4024,,
SRC_HEALTH_002,https://cns.public.lu/en/assure/droits-demarches/dossiers-thematiques/etudes-assurance/etudier-au-luxembourg.html,https://cns.public.lu/en/assure/droits-demarches/dossiers-thematiques/etudes-assurance/etudier-au-luxembourg.html,html,200,text/html,requests,data/raw/html/SRC_HEALTH_002.html,data/cleaned/html/SRC_HEALTH_002.md,bd0a4f37f21517d612b08969aee6835e7299f4f495a155b62c03bbf8107d41a3,2026-07-21T15:47:54+00:00,extraction_ok,4343,,
SRC_CAL_001,https://www.uni.lu/en/about/academic-calendar/,https://www.uni.lu/en/about/academic-calendar/,html,200,text/html; charset=UTF-8,requests,data/raw/html/SRC_CAL_001.html,data/cleaned/html/SRC_CAL_001.md,2a74cef92a581dcc91940efcee317fcc71dc0242125f896789196104f9ac382e,2026-07-21T15:47:56+00:00,extraction_ok,3996,,
